Rank	Score	Type	ID	Name	Description
2373	3.35	cp	BRD-K49448285	bisindolylmaleimide	CDK inhibitor
2383	3.28	cp	BRD-A45498368	WYE-125132	MTOR inhibitor
2388	3.24	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
2389	3.24	cp	BRD-A83892713	rifampicin	RNA polymerase inhibitor
2391	3.22	cp	BRD-K96084870	DMBI	PDGFR receptor inhibitor
2393	3.21	cp	BRD-K67537649	PQ-401	IGF-1 inhibitor
2394	3.21	cp	BRD-A10969569	ambelline	Plant alkaloid
2399	3.17	cp	BRD-K00184207	GR-206	Aryl hydrocarbon receptor ligand
2400	3.17	cp	BRD-K32836707	CAY-10577	Casein kinase inhibitor
2406	3.11	cp	BRD-A02990301	lofexidine	Adrenergic receptor agonist
2408	3.1	cp	BRD-A93000692	ciglitazone	PPAR receptor agonist
2409	3.1	cp	BRD-A38913120	BH3I-1	BCL inhibitor
2410	3.1	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
2411	3.1	cp	BRD-K40965114	cyanopindolol	Adrenergic receptor antagonist
2412	3.08	cp	BRD-K69600043	thiethylperazine	Dopamine receptor antagonist
2417	3.05	cp	BRD-K24859147	KIN001-242	Protein kinase inhibitor
2431	3	cp	BRD-K47780086	penciclovir	DNA directed DNA polymerase inhibitor
2433	2.99	cp	BRD-K15519488	CS-110266	Dopamine receptor agonist
2434	2.99	cp	BRD-A11813248	AM-92016	Potassium channel blocker
2435	2.97	cp	BRD-K68132782	terbinafine	Fungal squalene epoxidase inhibitor
2436	2.96	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
2439	2.96	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
2452	2.92	cp	BRD-A01787639	naftopidil	Adrenergic receptor antagonist
2453	2.92	cp	BRD-K97863768	prothionamide	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor
2456	2.92	cp	BRD-A50311610	meclozine	CAR agonist
2457	2.91	cp	BRD-A93477898	PETCM	Caspase activator
2458	2.91	cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist
2461	2.89	cp	BRD-K89162000	tandutinib	FLT3 inhibitor
2462	2.89	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
2474	2.82	cp	BRD-A90131694	alclometasone	Glucocorticoid receptor agonist
2483	2.78	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
2491	2.69	cp	BRD-K03981224	ethisterone	Progestogen hormone
2494	2.68	cp	BRD-K50422030	clomethiazole	GABA receptor antagonist
2497	2.67	cp	BRD-K42748308	XE-991	Potassium channel blocker
2498	2.66	cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor
2501	2.65	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
2504	2.61	cp	BRD-A57457122	VU-0400071-3	Glutamate receptor modulator
2510	2.57	cp	BRD-K07265709	razoxane	Chelating agent
2511	2.57	cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist
2516	2.55	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
2526	2.5	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
2538	2.43	cp	BRD-A09062839	amylocaine	Local anesthetic
2539	2.43	cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver
2540	2.43	cp	BRD-A64479082	quinidine	Sodium channel blocker
2548	2.4	cp	BRD-K06208435	YS-035	Calcium channel blocker
2554	2.36	cp	BRD-K61691971	avrainvillamide-analog-1	nucleophosmin inhibitor
2556	2.36	cp	BRD-K77286328	reversine	Aurora kinase inhibitor
2557	2.36	cp	BRD-K30570479	VU-0400195-3	Glutamate receptor modulator
2558	2.36	cp	BRD-K26373640	IKK-2-inhibitor	IKK inhibitor
2559	2.36	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
2562	2.36	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
2563	2.34	cp	BRD-A49734948	foliosidine	Plant alkaloid
2568	2.33	cp	BRD-K21565985	xylazine	Adrenergic receptor agonist
2569	2.33	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
2571	2.33	cp	BRD-K67043667	altretamine	DNA synthesis inhibitor
2572	2.33	cp	BRD-K93461745	buspirone	Serotonin receptor agonist
2584	2.26	cp	BRD-K43860855	iobenguane	Antineoplastic
2585	2.26	cp	BRD-K91315211	betahistine	Histamine receptor agonist
2587	2.26	cp	BRD-K93280214	gabazine	GABA receptor antagonist
2588	2.26	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
2602	2.18	cp	BRD-K10705233	GW-405833	Cannabinoid receptor agonist
2608	2.15	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
2609	2.15	cp	BRD-K61993165	niacin	NAD precursor with lipid lowering effects
2616	2.13	cp	BRD-K59650319	YM-298198	Glutamate receptor antagonist
2619	2.11	cp	BRD-K13646352	midostaurin	FLT3 inhibitor
2620	2.11	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
2621	2.11	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
2622	2.11	cp	BRD-K49519092	immethridine	Histamine receptor agonist
2625	2.11	cp	BRD-K85090592	pilocarpine	Acetylcholine receptor agonist
2626	2.08	cp	BRD-K34776109	glimepiride	Insulin secretagogue
2627	2.08	cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor
2629	2.07	cp	BRD-A95939040	sertaconazole	Sterol demethylase inhibitor
2630	2.06	cp	BRD-A95869247	indapamide	Thiazide diuretic
2637	2.04	cp	BRD-K78431006	crizotinib	ALK inhibitor
2638	2.04	cp	BRD-K81528515	nilotinib	ABL inhibitor
2639	2.04	cp	BRD-K11107424	tiotidine	Histamine receptor antagonist
2640	2.04	cp	BRD-K48735772	PD-158780	EGFR inhibitor
2641	2.04	cp	BRD-K20482099	rutin	Antioxidant
2647	2.01	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
2648	2.01	cp	BRD-K04185004	oxybuprocaine	Local anesthetic
2654	1.97	cp	BRD-A14574269	UB-165	Acetylcholine receptor agonist
2655	1.97	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
2660	1.95	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
2662	1.94	cp	BRD-K18787491	U-0126	MEK inhibitor
2663	1.94	cp	BRD-K19309090	SR-95639A	Acetylcholine receptor agonist
2664	1.94	cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor
2665	1.94	cp	BRD-K51751936	alfadolone	GABA receptor agonist
2667	1.94	cp	BRD-K56301217	ABT-737	BCL inhibitor
2674	1.91	cp	BRD-K18909381	CGS-12066B	Serotonin receptor agonist
2676	1.9	cp	BRD-K19796430	erismodegib	Smoothened receptor antagonist
2677	1.9	cp	BRD-K45988865	tetramethylsilane	Internal standard for NMR spectroscopy
2678	1.9	cp	BRD-K68332390	ponalrestat	Aldose reductase inhibitor
2679	1.9	cp	BRD-K23623876	decafluorobutane	Contrast agent
2684	1.9	cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist
2685	1.9	cp	BRD-A84481105	thioridazine	Dopamine receptor antagonist
2689	1.87	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
2690	1.87	cp	BRD-U33728988	QL-X-138	MTOR inhibitor
2691	1.87	cp	BRD-K88679075	methandriol	Androgenic steroid
2692	1.87	cp	BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist
2693	1.87	cp	BRD-K10176267	L-701252	Glutamate receptor antagonist
2694	1.87	cp	BRD-A00267231	hemado	Adenosine receptor agonist
2698	1.87	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
2699	1.86	cp	BRD-M47937986	cefatrizine	Bacterial cell wall synthesis inhibitor
2710	1.83	cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor
2717	1.8	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
2718	1.8	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
2722	1.78	cp	BRD-K52930707	rescinnamine	ACE inhibitor
2726	1.76	cp	BRD-A59808129	guggulsterone	Cholesterol inhibitor
2727	1.76	cp	BRD-K91243525	SR-142948	Neurotensin receptor antagonist
2728	1.76	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
2734	1.73	cp	BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
2745	1.69	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
2746	1.69	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
2747	1.69	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
2748	1.69	cp	BRD-K54665485	R-59022	Diacylglycerol kinase inhibitor
2753	1.66	cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)
2754	1.66	cp	BRD-A84189516	baccatin-III	Paclitaxel precursor
2758	1.64	cp	BRD-K77008974	WYE-354	MTOR inhibitor
2762	1.62	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
2765	1.59	cp	BRD-M00539986	formoterol	Adrenergic receptor agonist
2766	1.59	cp	BRD-K44849676	capsazepine	TRPV agonist
2767	1.59	cp	BRD-K67439147	SIB-1893	Glutamate receptor antagonist
2769	1.57	cp	BRD-K72034655	peucedanin	Apoptosis stimulant
2771	1.55	cp	BRD-K73824630	skatole	Thrombin inhibitor
2772	1.55	cp	BRD-A75455249	kavain	Calcium channel modulator
2773	1.55	cp	BRD-K16444452	ibudilast	Leukotriene receptor antagonist
2774	1.55	cp	BRD-K29673530	hypericin	Tyrosine kinase inhibitor
2780	1.55	cp	BRD-K95237249	probenecid	Uricosuric blocker
2781	1.53	cp	BRD-K83063356	RS-102895	CCR antagonist
2784	1.52	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
2785	1.52	cp	BRD-K82357231	desloratadine	Histamine receptor antagonist
2786	1.5	cp	BRD-A89434049	sarmentogenin	ATPase inhibitor
2787	1.5	cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler
2793	1.48	cp	BRD-K73293050	WZ-3146	EGFR inhibitor
2794	1.48	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
2795	1.48	cp	BRD-K93095519	SJ-172550	MDM inhibitor
2796	1.48	cp	BRD-K08973992	linoleic-acid	Oxidative stress inducer
2797	1.48	cp	BRD-K74212935	ergocryptine	Dopamine agonist
2801	1.48	cp	BRD-K56343971	vemurafenib	RAF inhibitor
2804	1.47	cp	BRD-A68723818	brompheniramine	Histamine receptor antagonist
2810	1.44	cp	BRD-K61177364	NBI-27914	CRF receptor antagonist
2811	1.44	cp	BRD-K52662033	lidocaine	Histamine receptor agonist
2812	1.44	cp	BRD-K29555132	arachidonamide	Cannabinoid receptor agonist
2813	1.44	cp	BRD-K72222507	quinapril	ACE inhibitor
2816	1.44	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
2817	1.44	cp	BRD-A35108200	dexamethasone	Glucocorticoid receptor agonist
2818	1.43	cp	BRD-K41337261	ZM-306416	ABL inhibitor
2821	1.41	cp	BRD-K92446736	zatebradine	HCN channel blocker
2830	1.37	cp	BRD-K55454768	TAS-301	Calcium-calmodulin dependent protein kinase inhibitor
2833	1.34	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
2834	1.34	cp	BRD-K81709173	halcinonide	Glucocorticoid receptor agonist
2835	1.34	cp	BRD-K28667196	fillalbin	Increases arterial blood pressure
2836	1.34	cp	BRD-A16694057	bisphenol-a	PPAR receptor antagonist
2846	1.3	cp	BRD-K70241288	L-692585	Growth hormone releasing peptide ligand agonist
2847	1.3	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
2850	1.3	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
2855	1.29	cp	BRD-K06593056	LE-135	Retinoid receptor agonist
2856	1.27	cp	BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor
2857	1.27	cp	BRD-K18816859	L-694247	Serotonin receptor agonist
2858	1.27	cp	BRD-K63913457	eicosatrienoic-acid	Vasodilator
2859	1.27	cp	BRD-K00610438	altanserin	Serotonin receptor antagonist
2860	1.27	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
2861	1.27	cp	BRD-K81272440	dantrolene	Calcium channel blocker
2863	1.26	cp	BRD-K19540840	saracatinib	SRC inhibitor
2869	1.24	cp	BRD-A31575449	CGP-20712	Adrenergic receptor antagonist
2875	1.23	cp	BRD-K00959089	thenoyltrifluoroacetone	Chelating agent
2876	1.23	cp	BRD-K61097567	SB-218795	Tachykinin antagonist
2877	1.23	cp	BRD-K57179821	crotamiton	Antipruritic
2884	1.2	cp	BRD-A94756469	digoxin	ATPase inhibitor
2887	1.18	cp	BRD-K82164249	andarine	Androgen receptor modulator
2888	1.18	cp	BRD-K40742111	baeomycesic-acid	Lipoxygenase inhibitor
2891	1.17	cp	BRD-K59753853	MDL-29951	Glutamate receptor antagonist
2893	1.16	cp	BRD-K00532621	midazolam	Benzodiazepine receptor agonist
2894	1.16	cp	BRD-K44899736	RO-16-6941	Monoamine oxidase inhibitor
2895	1.16	cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist
2896	1.16	cp	BRD-K37080523	isoreserpine	Vesicular monoamine transporter inhibitor
2902	1.13	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
2903	1.13	cp	BRD-K89626439	sirolimus	MTOR inhibitor
2904	1.13	cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist
2905	1.13	cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor
2906	1.13	cp	BRD-K09132007	D-4476	TGF beta receptor inhibitor
2910	1.13	cp	BRD-K78126613	menadione	Mitochondrial DNA polymerase inhibitor
2916	1.09	cp	BRD-K65331431	retinyl	vitamin analog
2917	1.09	cp	BRD-K15164005	apoptosis-activator-II	Carboxylesterase inhibitor
2918	1.09	cp	BRD-K70914287	BIBX-1382	EGFR inhibitor
2928	1.06	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
2929	1.06	cp	BRD-K05906022	limonin	HIV protease inhibitor
2931	1.06	cp	BRD-K95609758	BMS-191011	Potassium channel activator
2939	1.02	cp	BRD-K46441700	GR-55562	Serotonin receptor antagonist
2940	1.02	cp	BRD-K95739795	tetrabenazine	Vesicular monoamine transporter inhibitor
2941	1.02	cp	BRD-A08709697	heliotrine	Pyrrolizidine alkaloid
2943	1.02	cp	BRD-A73859745	glycodeoxycholic-acid	Apoptosis stimulant
2946	0.99	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
2947	0.99	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
2948	0.99	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
2949	0.99	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
2950	0.99	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
2951	0.99	cp	BRD-K26117720	gingerol	Nitric oxide synthase inhibitor
2956	0.97	cp	BRD-K16478699	PLX-4720	RAF inhibitor
2957	0.96	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
2958	0.95	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
2959	0.95	cp	BRD-K90976994	dehydrocholic-acid	Bile acid
2960	0.95	cp	BRD-K11158509	tyrphostin-B44	EGFR inhibitor
2961	0.95	cp	BRD-K23383398	T-0901317	LXR agonist
2962	0.95	cp	BRD-K80725821	RS-16566	Serotonin receptor antagonist
2963	0.95	cp	BRD-K73397362	purmorphamine	Smoothened receptor agonist
2964	0.95	cp	BRD-K70577657	H-9	PKA inhibitor
2965	0.95	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
2966	0.95	cp	BRD-K46384212	o-3M3FBS	phospholipase activator
2967	0.95	cp	BRD-K65639003	icariin	Phosphodiesterase inhibitor
2968	0.95	cp	BRD-K56115039	BU-226	Imidazoline receptor ligand
2972	0.92	cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor
2973	0.92	cp	BRD-K93332168	isocarboxazid	Monoamine oxidase inhibitor
2974	0.92	cp	BRD-K95885906	quercetagetin	PIM inhibitor
2975	0.92	cp	BRD-K49890030	gavestinel	Glutamate receptor antagonist
2976	0.92	cp	BRD-A97479839	piperidolate	Acetylcholine receptor antagonist
2977	0.92	cp	BRD-K49049886	CGS-15943	Adenosine receptor antagonist
2978	0.92	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
2980	0.91	cp	BRD-K70487031	flupentixol	Dopamine receptor antagonist
2987	0.88	cp	BRD-K52020312	metronidazole	DNA inhibitor
2988	0.88	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
2989	0.88	cp	BRD-K61192372	capecitabine	DNA synthesis inhibitor
2990	0.88	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
2991	0.88	cp	BRD-K77987382	mebendazole	Tubulin inhibitor
2992	0.88	cp	BRD-K12219985	glipizide	Sulfonylurea
2993	0.88	cp	BRD-K09907482	PRL-3-inhibitor-I	Tyrosine phosphatase inhibitor
2996	0.87	cp	BRD-A02367930	ethinyl-estradiol	DNA directed DNA polymerase stimulant
2997	0.86	cp	BRD-K56047318	RHC-80267	Triacylglycerol lipase inhibitor
2998	0.86	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
3000	0.85	cp	BRD-K71035033	masitinib	KIT inhibitor
3001	0.85	cp	BRD-K28296557	AKT-inhibitor-IV	AKT inhibitor
3002	0.85	cp	BRD-K94441233	mevastatin	HMGCR inhibitor
3003	0.85	cp	BRD-K78294846	osthol	Calcium channel blocker
3004	0.85	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
3011	0.81	cp	BRD-K89210380	biotin	Vitamin B
3012	0.81	cp	BRD-K81376179	TCS-359	FLT3 inhibitor
3013	0.81	cp	BRD-A47598013	citalopram	Serotonin reuptake inhibitor
3019	0.79	cp	BRD-K07691486	roscovitine	CDK inhibitor
3020	0.78	cp	BRD-K15567136	papaverine	Phosphodiesterase inhibitor
3021	0.78	cp	BRD-K42221274	NNC-711	GAT inhibitor
3022	0.78	cp	BRD-K84663978	trequinsin	Phosphodiesterase inhibitor
3023	0.78	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
3024	0.78	cp	BRD-K38251852	paxilline	Potassium channel blocker
3026	0.74	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
3027	0.74	cp	BRD-K31843556	T-0070907	PPAR receptor antagonist
3028	0.74	cp	BRD-K72895815	SSR-69071	Leukocyte elastase inhibitor
3029	0.74	cp	BRD-K09416995	lovastatin	HMGCR inhibitor
3030	0.74	cp	BRD-A68929948	DAPT-GSI-IX	Gamma secretase inhibitor
3034	0.7	cp	BRD-A70268693	PG-9	Acetylcholine receptor agonist
3035	0.7	cp	BRD-K83508485	FK-888	Tachykinin antagonist
3036	0.7	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
3037	0.7	cp	BRD-A55946879	BW-B70C	Lipoxygenase inhibitor
3039	0.7	cp	BRD-K57080016	selumetinib	MEK inhibitor
3048	0.67	cp	BRD-K61314889	IWR-1-ENDO	PARP inhibitor
3049	0.67	cp	BRD-K19894101	MST-312	Telomerase inhibitor
3050	0.67	cp	BRD-A41941932	vitexin	Antioxidant
3051	0.67	cp	BRD-A38030642	cyclosporin-a	Calcineurin inhibitor
3054	0.65	cp	BRD-K32311154	nifekalant	Potassium channel blocker
3055	0.65	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
3058	0.63	cp	BRD-K01192156	tyrphostin-AG-112	Protein tyrosine kinase inhibitor
3059	0.63	cp	BRD-K16664969	GTP-14564	FLT3 inhibitor
3065	0.6	cp	BRD-K41260949	valproic-acid	HDAC inhibitor
3066	0.6	cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor
3067	0.6	cp	BRD-K82865713	prostaglandin-b2	cAMP inhibitor
3068	0.6	cp	BRD-K21667562	AM-404	Cyclooxygenase inhibitor
3069	0.6	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
3070	0.6	cp	BRD-K17075857	chloroxine	Opioid receptor antagonist
3071	0.6	cp	BRD-K00627859	tubastatin-a	HDAC inhibitor
3072	0.6	cp	BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
3073	0.57	cp	BRD-K36324071	NF-449	Purinergic receptor antagonist
3075	0.56	cp	BRD-A52193669	withaferin-a	IKK inhibitor
3076	0.56	cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
3077	0.56	cp	BRD-A22844106	tenoxicam	Cyclooxygenase inhibitor
3082	0.53	cp	BRD-K02965346	SU-11274	Hepatocyte growth factor receptor inhibitor
3083	0.53	cp	BRD-A30655177	LFM-A13	BTK inhibitor
3084	0.53	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
3085	0.52	cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist
3093	0.49	cp	BRD-K56745457	azauridine	Antiviral
3094	0.49	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
3096	0.47	cp	BRD-K59369769	tozasertib	Aurora kinase inhibitor
3099	0.46	cp	BRD-K80725632	lavendustin-c	EGFR inhibitor
3100	0.46	cp	BRD-A50684349	fenoldopam	Dopamine receptor agonist
3102	0.46	cp	BRD-A17655518	ibuprofen	Cyclooxygenase inhibitor
3105	0.43	cp	BRD-K37846922	3,3'-diindolylmethane	CHK inhibitor
3108	0.42	cp	BRD-K08996725	zolantidine	Histamine receptor antagonist
3109	0.42	cp	BRD-K04046242	equilin	Estrogen receptor agonist
3110	0.42	cp	BRD-K33459542	ditolylguanidine	Sigma receptor agonist
3111	0.42	cp	BRD-K64614248	salicin	Anti-inflammatory
3112	0.42	cp	BRD-K41713976	E-4031	Potassium channel blocker
3113	0.42	cp	BRD-A02180903	betamethasone	Glucocorticoid receptor agonist
3117	0.42	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
3118	0.42	cp	BRD-K21672174	RO-28-1675	Glucokinase activator
3119	0.42	cp	BRD-A68631409	evodiamine	ATPase inhibitor
3122	0.39	cp	BRD-K04196797	oxcarbazepine	Sodium channel blocker
3123	0.39	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
3124	0.39	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
3125	0.39	cp	BRD-K14965640	ibuprofen	Cyclooxygenase inhibitor
3126	0.39	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
3128	0.39	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
3133	0.37	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
3137	0.35	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
3138	0.35	cp	BRD-K33864865	LY-225910	CCK receptor antagonist
3139	0.35	cp	BRD-A54880345	etomidate	GABA receptor modulator
3140	0.35	cp	BRD-K75089421	procainamide	Sodium channel blocker
3144	0.32	cp	BRD-A26032986	zaldaride	Calmodulin antagonist
3145	0.32	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
3146	0.28	cp	BRD-K84566043	fenpiverinium	Acetylcholine receptor antagonist
3147	0.28	cp	BRD-K60770992	pergolide	Dopamine receptor agonist
3150	0.25	cp	BRD-A56359832	zileuton	Leukotriene inhibitor
3151	0.25	cp	BRD-A34817987	itraconazole	Cytochrome P450 inhibitor
3152	0.25	cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor
3153	0.25	cp	BRD-K83302049	protopine	Histamine receptor antagonist
3154	0.25	cp	BRD-K23913458	coumarin	Vitamin K antagonist
3155	0.25	cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist
3156	0.25	cp	BRD-K73109821	diazoxide	Potassium channel activator
3157	0.25	cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist
3162	0.21	cp	BRD-A93659613	GR-89696	Opioid receptor agonist
3163	0.21	cp	BRD-M45964048	verteporfin	Photosensitizing agent
3164	0.21	cp	BRD-A64125466	dehydrocholic-acid	choleretic agent
3165	0.21	cp	BRD-K07303502	arachidonyl-trifluoro-methane	Cytosolic phospholipase inhibitor
3166	0.2	cp	BRD-K04466929	Merck60	HDAC inhibitor
3167	0.18	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
3168	0.18	cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor
3172	0.15	cp	BRD-A12560204	nitrendipine	Calcium channel blocker
3173	0.14	cp	BRD-K50135270	GBR-12935	Dopamine uptake inhibitor
3174	0.14	cp	BRD-K15834839	lobendazole	Anthelmintic
3175	0.14	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
3176	0.14	cp	BRD-K66296774	fluvastatin	HMGCR inhibitor
3179	0.14	cp	BRD-K77908580	entinostat	HDAC inhibitor
3180	0.14	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
3183	0.11	cp	BRD-K18523449	mestanolone	Androgenic steroid
3184	0.11	cp	BRD-A48261811	argatroban	Thrombin inhibitor
3185	0.11	cp	BRD-K92984783	melperone	Serotonin receptor antagonist
3186	0.11	cp	BRD-K33193182	methylnorlichexanthone	Aurora kinase inhibitor
3187	0.11	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
3188	0.11	cp	BRD-A54490543	pirlindole	Monoamine oxidase inhibitor
3189	0.11	cp	BRD-K71103788	duloxetine	Serotonin reuptake inhibitor
3192	0.11	cp	BRD-K25311561	KU-55933	ATM kinase inhibitor
3198	0.07	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
3199	0.07	cp	BRD-K62996583	lidoflazine	Calcium channel blocker
3200	0.07	cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist
3201	0.07	cp	BRD-K37289225	clozapine	Dopamine receptor antagonist
3205	0.06	cp	BRD-K42500029	CGP-57380	MAP kinase inhibitor
3212	0.03	cp	BRD-K54233340	dorsomorphin	AMPK inhibitor
3213	0.03	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
3214	0.03	cp	BRD-K12994359	valdecoxib	Cyclooxygenase inhibitor
3217	0.02	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
3218	0.02	cp	BRD-A22380646	pantoprazole	ATPase inhibitor
3219	0.02	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
3230	0.01	cp	BRD-K68143200	SA-792541	CDC inhibitor
3232	0	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
3635	0	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
3636	0	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
3637	0	cp	BRD-K06817181	BRD-K06817181	JAK inhibitor
3638	0	cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor
3639	0	cp	BRD-K66956375	oleoylethanolamide	Cannabinoid receptor agonist
3640	0	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
3641	0	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
3642	0	cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor
3643	0	cp	BRD-K13514097	everolimus	MTOR inhibitor
3644	0	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
3645	0	cp	BRD-K33551950	radicicol	HSP inhibitor
3646	0	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
3647	0	cp	BRD-K79437791	acetyl-farnesyl-cysteine	Inhibitor of methylation of endogenous isoprenylated proteins
3648	0	cp	BRD-U08759356	EI-346-erlotinib-analog	EGFR inhibitor
3649	0	cp	BRD-K24656285	farnesol	FXR agonist
3650	0	cp	BRD-A80574334	oxalomalic-acid	Isocitrate dehydrogenase inhibitor
3651	0	cp	BRD-U44618005	WH-4023	SRC inhibitor
